Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (01827-02098).mp3;1827;2098;271;113685;den sie nie geliebt aber immer geschätzt hatte weil er sie gut behandelte und nicht mehr von ihr erwartete als etwas freundlichkeit;den sie nie geliebt aber immer geschätzt hatte weil er sie gut behandelte und nicht mehr von ihr erwartete als etwas freundlichkeit;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (02124-02456).mp3;2124;2456;332;139181;vor ihren augen erblühte schloss gottorf zu neuem glanz sie sah ihre enkel heranwachsen und wiegte noch den ersten urenkel auf ihrem schoß;vor ihren augen erblühte schloss gottorf zu neuem glanz sie sah ihre enkel heranwachsen und wiegte noch den ersten urenkel auf ihrem schoß;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (02514-02664).mp3;2514;2664;150;63112;keiner ahnte dass sie einst mit till ulenspiegel durchs land gezogen war;keiner ahnte dass sie einst mit till ulenspiegel durchs land gezogen war;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (02693-02993).mp3;2693;2993;300;125806;aber genau wie der vorhergesagt hatte wunderten sich die enkel darüber dass sie selbst als alte frau noch alles fangen konnte was man ihr zuwarf;aber genau wie der vorhergesagt hatte wunderten sich die enkel darüber dass sie selbst als alte frau noch alles fangen konnte was man ihr zuwarf;train9;10200
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (03024-03114).mp3;3024;3114;90;38035;beliebt und angesehen war sie;beliebt und angesehen war sie;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (03141-03318).mp3;3141;3318;177;74397;keiner hätte vermutet dass sie einmal etwas anderes gewesen war als eine ehrbare frau;keiner hätte vermutet dass sie einmal etwas anderes gewesen war als eine ehrbare frau;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (03359-03712).mp3;3359;3712;354;148795;und sie erzählte auch keinem dass sie immer noch die hoffnung in sich trug der junge mit dem sie einst aus dem dorf ihrer eltern aufgebrochen war würde wiederkommen;und sie erzählte auch keinem dass sie immer noch die hoffnung in sich trug der junge mit dem sie einst aus dem dorf ihrer eltern aufgebrochen war würde wiederkommen;train9;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (03711-03904).mp3;3711;3904;141;59769;um sie mitzunehmen erst als der tod nach ihr griff;um sie mitzunehmen erst als der tod nach ihr griff;train9;20001
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (03920-04039).mp3;3920;4039;119;50156;und mit ihm die verwirrung der letzten tage;und mit ihm die verwirrung der letzten tage;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (04058-04172).mp3;4058;4172;114;48066;war ihr plötzlich als ob sie ihn sehen könnte;war ihr plötzlich als ob sie ihn sehen könnte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (04205-04312).mp3;4205;4312;107;45140;dünn und lächelnd stand er am fenster;dünn und lächelnd stand er am fenster;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (04343-04521).mp3;4343;4521;178;74815;dünn und lächelnd kam er in ihr zimmer und lächelnd setzte sie sich auf und sagte;dünn und lächelnd kam er in ihr zimmer und lächelnd setzte sie sich auf und sagte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (04527-04592).mp3;4527;4592;65;27586;das hat ja gedauert;das hat ja gedauert;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (04656-05057).mp3;4656;5057;379;159244;und der herzog von gottorf ein sohn jenes herzogs der ihren mann damals angestellt hatte war an ihr sterbebett gekommen um vom ältesten mitglied seines haushalts abschied zu nehmen;und der herzog von gottorf ein sohn jenes herzogs der ihren mann damals angestellt hatte war an ihr sterbebett gekommen um vom ältesten mitglied seines haushalts abschied zu nehmen;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (05106-05254).mp3;5106;5254;148;62276;er begriff dass jetzt nicht der moment war irrtümer zu berichtigen;er begriff dass jetzt nicht der moment war irrtümer zu berichtigen;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (05283-05526).mp3;5283;5526;243;101983;nahm die starre kleine hand die sie ihm entgegenstreckte und sein instinkt gab ihm die antwort ein;nahm die starre kleine hand die sie ihm entgegenstreckte und sein instinkt gab ihm die antwort ein;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (05551-05682).mp3;5551;5682;130;55172;ja aber jetzt bin ich hier;ja aber jetzt bin ich hier;translate;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (05762-05926).mp3;5762;5926;164;68964;im selben jahr starb in der holsteinischen ebene der letzte drache des nordens;im selben jahr starb in der holsteinischen ebene der letzte drache des nordens;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (05953-06019).mp3;5953;6019;66;28004;er war siebzehntausend jahre alt;er war siebzehntausend jahre alt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (06050-06137).mp3;6050;6137;87;36781;und er war es müde sich zu verstecken;und er war es müde sich zu verstecken;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (06164-06640).mp3;6164;6640;476;199367;also bettete er den kopf ins heidekraut legte den körper der sich so vollständig seinem untergrund anpasste dass selbst adler ihn nicht hätten ausmachen können flach in die weichheit der gräser;also bettete er den kopf ins heidekraut legte den körper der sich so vollständig seinem untergrund anpasste dass selbst adler ihn nicht hätten ausmachen können flach in die weichheit der gräser;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (06645-06710).mp3;6645;6710;65;27586;seufzte;seufzte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (06739-06843).mp3;6739;6843;104;43886;und bedauerte kurz dass es nun vorbei war;und bedauerte kurz dass es nun vorbei war;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (06851-06937).mp3;6851;6937;86;36363;mit duft und blumen;mit duft und blumen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (06983-07048).mp3;6983;7048;65;27586;und wind;und wind;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (07060-07178).mp3;7060;7178;118;49738;und dass er die wolken im sturm nicht mehr sehen würde;und dass er die wolken im sturm nicht mehr sehen würde;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (07193-07263).mp3;7193;7263;70;29676;nicht den aufgang der sonne;nicht den aufgang der sonne;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (07271-07455).mp3;7271;7455;184;77323;und nicht die kurve des erdschattens auf dem kupferblauen mond;und nicht die kurve des erdschattens auf dem kupferblauen mond;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (07462-07546).mp3;7462;7546;84;35527;der ihn immer besonders erfreut hatte;der ihn immer besonders erfreut hatte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (07587-07656).mp3;7587;7656;69;29258;er schloss seine vier augen;er schloss seine vier augen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (07682-07747).mp3;7682;7747;65;27586;und brummte noch leise;und brummte noch leise;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (07752-07877).mp3;7752;7877;125;52663;als er spürte dass ein spatz sich auf seine nase setzte;als er spürte dass ein spatz sich auf seine nase setzte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (07908-07973).mp3;7908;7973;65;27586;es war ihm alles recht;es war ihm alles recht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (07985-08081).mp3;7985;8081;96;40543;denn er hatte so viel;denn er hatte so viel;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (08080-08145).mp3;8080;8145;65;27586;gesehen;gesehen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (08176-08376).mp3;8176;8376;200;84010;aber was mit einem wie ihm nach dem tod geschehen würde wusste er noch immer nicht;aber was mit einem wie ihm nach dem tod geschehen würde wusste er noch immer nicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (08428-08504).mp3;8428;8504;76;32183;seufzend schlief er ein;seufzend schlief er ein;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (08555-08620).mp3;8555;8620;65;27586;sein leben hatte lang gedauert;sein leben hatte lang gedauert;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (08669-08734).mp3;8669;8734;65;27586;nun war es zeit;nun war es zeit;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (08772-08837).mp3;8772;8837;65;27586;sich zu verwandeln;sich zu verwandeln;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (00057-00122).mp3;57;122;65;27586;im schacht;im schacht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (00176-00272).mp3;176;272;96;40543;gott allmächtiger herr jesu christ steh uns bei;gott allmächtiger herr jesu christ steh uns bei;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (00326-00523).mp3;326;523;187;78995;hat der matthias vorhin noch gesagt und der korff hat geantwortet aber gott ist hier nicht;hat der matthias vorhin noch gesagt und der korff hat geantwortet aber gott ist hier nicht;train7;103
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (00547-00612).mp3;547;612;65;27586;und der eisenkurt hat gesagt;und der eisenkurt hat gesagt;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (00630-00695).mp3;630;695;65;27586;gott ist überall du schwein;gott ist überall du schwein;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (00726-00804).mp3;726;804;78;33019;und der matthias hat gesagt hier unten nicht;und der matthias hat gesagt hier unten nicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (00858-00927).mp3;858;927;69;29258;und dann haben alle gelacht;und dann haben alle gelacht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (00985-01218).mp3;985;1218;233;97803;doch dann hat es einen knall gegeben und einen luftstoß so scharf und heiß dass er sie zu boden geworfen hat;doch dann hat es einen knall gegeben und einen luftstoß so scharf und heiß dass er sie zu boden geworfen hat;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (01228-01471).mp3;1228;1471;218;91952;till ist auf den korff gefallen der matthias auf den eisenkurt und dann ist es stockdunkel gewesen;till ist auf den korff gefallen der matthias auf den eisenkurt und dann ist es stockdunkel gewesen;train7;3
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (01566-01631).mp3;1566;1631;65;27586;eine weile hat sich keiner gerührt;eine weile hat sich keiner gerührt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (01643-01708).mp3;1643;1708;65;27586;alle haben die luft angehalten;alle haben die luft angehalten;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (01750-01841).mp3;1750;1841;91;38453;jeder hat nachgedacht ob er gestorben ist;jeder hat nachgedacht ob er gestorben ist;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (01886-02086).mp3;1886;2086;200;84010;und allmählich erst haben alle begriffen weil man so was einfach nie gleich begreift;und allmählich erst haben alle begriffen weil man so was einfach nie gleich begreift;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (02089-02155).mp3;2089;2155;66;28004;dass der schacht eingestürzt ist;dass der schacht eingestürzt ist;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (02203-02358).mp3;2203;2358;155;65202;sie wissen dass sie kein geräusch machen dürfen denn wenn die schweden durchgebrochen sind;sie wissen dass sie kein geräusch machen dürfen denn wenn die schweden durchgebrochen sind;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (02361-02457).mp3;2361;2457;96;40543;wenn die im dunkeln über ihnen stehen;wenn die im dunkeln über ihnen stehen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (02456-02521).mp3;2456;2521;65;27586;die messer blank;die messer blank;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (02532-02661).mp3;2532;2661;129;54335;dann keinen mucks nicht den allerkleinsten nicht atmen;dann keinen mucks nicht den allerkleinsten nicht atmen;train7;10001
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (02664-02730).mp3;2664;2730;66;28004;nur kein schnüffeln kein keuchen;nur kein schnüffeln kein keuchen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (02736-02801).mp3;2736;2801;65;27586;kein husten;kein husten;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (02884-03035).mp3;2884;3035;133;56426;dunkel ist es aber anders dunkel als droben;dunkel ist es aber anders dunkel als droben;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (03091-03206).mp3;3091;3206;115;48484;wenn es dunkel ist sieht man ja sonst immer noch etwas;wenn es dunkel ist sieht man ja sonst immer noch etwas;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (03244-03325).mp3;3244;3325;81;34273;man weiß nicht recht was man sieht aber;man weiß nicht recht was man sieht aber;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (03328-03393).mp3;3328;3393;65;27586;da ist nicht nichts;da ist nicht nichts;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (03398-03602).mp3;3398;3602;204;85682;du bewegst den kopf das dunkel ist nicht überall gleich und wenn du dich daran gewöhnt hast entstehen umrisse;du bewegst den kopf das dunkel ist nicht überall gleich und wenn du dich daran gewöhnt hast entstehen umrisse;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (03640-03705).mp3;3640;3705;65;27586;hier aber nicht;hier aber nicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (03709-03774).mp3;3709;3774;65;27586;das dunkel bleibt;das dunkel bleibt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (03794-03859).mp3;3794;3859;65;27586;zeit vergeht;zeit vergeht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (03858-04129).mp3;3858;4129;271;113685;und als mehr zeit vergangen ist und sie schon nicht mehr die luft anhalten können und vorsichtig wieder atemzüge machen ist es;und als mehr zeit vergangen ist und sie schon nicht mehr die luft anhalten können und vorsichtig wieder atemzüge machen ist es;train7;102
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (04128-04284).mp3;4128;4284;156;65620;immer noch so dunkel als hätte gott alles licht der welt ausgelöscht;immer noch so dunkel als hätte gott alles licht der welt ausgelöscht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (04426-04491).mp3;4426;4491;65;27586;schließlich;schließlich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (04493-04897).mp3;4493;4897;341;143779;weil wohl doch keine schweden mit messern über ihnen stehen sagt der korff meldung machen und der matthias seit wann bist du der chef du versoffenes vieh;weil wohl doch keine schweden mit messern über ihnen stehen sagt der korff meldung machen und der matthias seit wann bist du der chef du versoffenes vieh;train8;1204
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (04938-05013).mp3;4938;5013;75;31765;und der korff du drecksloch;und der korff du drecksloch;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (05015-05448).mp3;5015;5448;347;146287;der leutnant ist gestern krepiert jetzt habe ich anciennität drauf der matthias ja oben vielleicht aber nicht hier drauf der korff ich bring dich um wenn du jetzt nicht meldung machst;der leutnant ist gestern krepiert jetzt habe ich anciennität drauf der matthias ja oben vielleicht aber nicht hier drauf der korff ich bring dich um wenn du jetzt nicht meldung machst;train9;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (05464-05529).mp3;5464;5529;65;27586;ich muss wissen wer noch lebt;ich muss wissen wer noch lebt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (05552-05702).mp3;5552;5702;130;55172;drauf till ich glaube ich lebe noch;drauf till ich glaube ich lebe noch;train9;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (05755-05847).mp3;5755;5847;92;38871;die wahrheit ist dass er sich nicht sicher ist;die wahrheit ist dass er sich nicht sicher ist;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (05873-05965).mp3;5873;5965;92;38871;wenn man flach liegt und alles schwarz ist;wenn man flach liegt und alles schwarz ist;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (06018-06083).mp3;6018;6083;65;27586;wie soll man das wissen;wie soll man das wissen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 138.mp3;Daniel Kehlmann - Tyll - 138 (06105-06224).mp3;6105;6224;119;50156;aber jetzt da er seine stimme gehört hat merkt er dass es stimmt;aber jetzt da er seine stimme gehört hat merkt er dass es stimmt;train;0
